date,HUFL,HULL,MUFL,MULL,OT
2020-02-03,55500,57400,55200,57200,23995260
2020-02-04,57100,59000,56800,58900,21800192
2020-02-05,60000,60200,58900,59500,19278165
2020-02-06,60100,61100,59700,61100,14727159
2020-02-07,61100,61200,59700,60400,16402493
2020-02-10,59200,59800,59100,59700,13107121
2020-02-11,59800,60700,59700,59900,11071231
2020-02-12,60300,60700,59700,60500,12904207
2020-02-13,61200,61600,60500,60700,18449775
2020-02-14,60900,61900,60200,61800,13276067
2020-02-17,61600,62000,61200,61500,8740596
2020-02-18,60800,60900,59700,59800,16674266
2020-02-19,59800,60400,59400,60200,12951496
2020-02-20,60700,61300,59600,60000,14591924
2020-02-21,58800,59800,58500,59200,13777393
2020-02-24,57400,58100,56800,56800,25627537
2020-02-25,56200,58000,56200,57900,23885408
2020-02-26,56000,57000,56000,56500,25483102
2020-02-27,56300,56900,55500,55900,23209541
2020-02-28,55000,55500,54200,54200,30054227
2020-03-02,54300,55500,53600,55000,30403412
2020-03-03,56700,56900,55100,55400,30330295
2020-03-04,54800,57600,54600,57400,24765728
2020-03-05,57600,58000,56700,57800,21698990
2020-03-06,56500,57200,56200,56500,18716656
2020-03-09,54700,55000,53600,54200,30261485
2020-03-10,53800,54900,53700,54600,32106554
2020-03-11,54300,54400,52000,52100,45707281
2020-03-12,51000,51900,49300,50800,48149999
2020-03-13,47450,51600,46850,49950,59462933
2020-03-16,50100,50900,48800,48900,33339821
2020-03-17,46900,49650,46700,47300,51218151
2020-03-18,47750,48350,45600,45600,40152623
2020-03-19,46400,46650,42300,42950,56925513
2020-03-20,44150,45500,43550,45400,49730008
2020-03-23,42600,43550,42400,42500,41701626
2020-03-24,43850,46950,43050,46950,49801908
2020-03-25,48950,49600,47150,48650,52735922
2020-03-26,49000,49300,47700,47800,42185129
2020-03-27,49600,49700,46850,48300,39896178
2020-03-30,47050,48350,46550,47850,26797395
2020-03-31,48000,48500,47150,47750,30654261
2020-04-01,47450,47900,45800,45800,27259532
2020-04-02,46200,46850,45350,46800,21621076
2020-04-03,47400,47600,46550,47000,22784682
2020-04-06,47500,48800,47250,48700,23395726
2020-04-07,49650,50200,49000,49600,31524034
2020-04-08,49600,49750,48600,48600,25010314
2020-04-09,49750,49800,48700,49100,22628058
2020-04-10,48950,49250,48650,49250,17839111
2020-04-13,48650,48900,48300,48300,14431800
2020-04-14,48800,49200,48300,49000,14206216
2020-04-16,49350,49350,48550,49000,23349760
2020-04-17,50800,52000,50300,51400,32041675
2020-04-20,51400,51400,50000,50100,21866354
2020-04-21,49400,49700,48700,49250,27407543
2020-04-22,48700,50000,48350,49850,18613864
2020-04-23,50200,50300,49500,49850,18754442
2020-04-24,49650,49750,49000,49350,15618347
2020-04-27,49350,50000,49100,49850,14049471
2020-04-28,49850,50100,49300,50100,16095399
2020-04-29,49900,50500,49600,50000,15604533
2020-05-04,48900,49100,48500,48500,26083749
2020-05-06,49000,49200,48500,49200,18070225
2020-05-07,49200,49300,48700,48800,13884411
2020-05-08,49100,49350,48800,48800,15319700
2020-05-11,48900,49250,48300,48400,16357743
2020-05-12,48400,48500,47550,47900,23433590
2020-05-13,47250,48550,47200,48550,20223277
2020-05-14,47750,48100,47650,48000,19305974
2020-05-15,48400,48450,47700,47850,18463118
2020-05-18,47950,49100,47600,48800,20481981
2020-05-19,50100,50500,49700,50300,25168295
2020-05-20,50000,50200,49800,50000,14896899
2020-05-21,50300,50400,49850,49950,14949266
2020-05-22,49600,49800,48600,48750,19706284
2020-05-25,48750,48900,48450,48850,14337913
2020-05-26,48700,49450,48600,49250,15127490
2020-05-27,48950,50000,48800,49900,19548479
2020-05-28,51100,51200,49900,50400,31309318
2020-05-29,50000,50700,49700,50700,27596961
2020-06-01,50800,51200,50600,51200,16949183
2020-06-02,51000,51500,50800,51400,14247933
2020-06-03,51800,55000,51700,54500,49257814
2020-06-04,55800,57000,54600,54600,40220334
2020-06-05,54400,55900,54000,55500,22743629
2020-06-08,56400,56500,54700,54900,25634965
2020-06-09,55800,56500,54400,55500,23998831
2020-06-10,55100,55900,54900,55400,16742493
2020-06-11,54500,55100,53200,54300,33815123
2020-06-12,52100,52800,51500,52300,26976019
2020-06-15,51400,52000,49900,49900,28772921
2020-06-16,51200,52100,50600,52100,21808375
2020-06-17,52100,52900,51300,52200,26672595
2020-06-18,52200,52300,51600,52300,15982926
2020-06-19,52600,52900,51600,52900,18157985
2020-06-22,52000,52600,51800,52000,13801350
2020-06-23,52500,52800,51100,51400,18086152
2020-06-24,51900,53900,51600,52900,24519552
2020-06-25,52100,53000,51900,51900,18541624
2020-06-26,52800,53900,52200,53300,21575360
2020-06-29,52500,53200,52000,52400,17776925
2020-06-30,53900,53900,52800,52800,21157172
2020-07-01,53400,53600,52400,52600,16706143
2020-07-02,52100,52900,52100,52900,14142583
2020-07-03,53000,53600,52700,53600,11887868
2020-07-06,54000,55000,53800,55000,19856623
2020-07-07,55800,55900,53400,53400,30760032
2020-07-08,53600,53900,52900,53000,19664652
2020-07-09,53200,53600,52800,52800,17054850
2020-07-10,53100,53200,52300,52700,13714746
2020-07-13,53300,53800,53100,53400,12240188
2020-07-14,53700,53800,53200,53800,14269484
2020-07-15,54400,55000,54300,54700,24051450
2020-07-16,54800,54800,53800,53800,16779127
2020-07-17,54200,54700,54100,54400,10096174
2020-07-20,54800,54800,54000,54200,10507530
2020-07-21,55200,55400,54800,55300,18297260
2020-07-22,55300,55500,54700,54700,12885057
2020-07-23,54700,54700,53800,54100,16214932
2020-07-24,54000,54400,53700,54200,10994535
2020-07-27,54300,55700,54300,55600,21054421
2020-07-28,57000,58800,56400,58600,48431566
2020-07-29,60300,60400,58600,59000,36476611
2020-07-30,59700,60100,59000,59000,19285354
2020-07-31,59500,59600,57700,57900,21943345
2020-08-03,57800,57900,56700,56800,21158940
2020-08-04,57200,58100,57000,57300,19419694
2020-08-05,57300,57500,56300,56900,17739706
2020-08-06,57100,58400,57100,58000,21625874
2020-08-07,57900,58400,57100,57500,18751717
2020-08-10,57600,58300,57500,57800,17774291
2020-08-11,58000,59500,57800,58200,24907912
2020-08-12,58200,59000,57700,59000,18573934
2020-08-13,59400,59600,58000,58700,22089460
2020-08-14,58000,58400,57700,58000,15672548
2020-08-18,58900,59900,58000,58400,25307825
2020-08-19,59000,59200,57800,57800,16930719
2020-08-20,57600,57600,55300,55400,30386029
2020-08-21,56200,56900,55800,55900,21142288
2020-08-24,55800,56600,55400,56100,15055896
2020-08-25,56400,56800,56100,56400,14021705
2020-08-26,56400,56500,55700,56400,17651593
2020-08-27,56300,56300,55600,55600,16196568
2020-08-28,56100,56300,55400,55400,14619888
2020-08-31,56000,56100,54000,54000,32671367
2020-09-01,54100,54800,54100,54200,19363117
2020-09-02,54600,55100,54100,54400,16905723
2020-09-03,55600,56700,55500,56400,28384920
2020-09-04,55200,55800,55100,55600,22139109
2020-09-07,56100,57300,55800,56500,18685880
2020-09-08,57400,58700,57200,58700,31517520
2020-09-09,58200,59300,57800,58400,30597399
2020-09-10,59900,60000,59100,59200,29923293
2020-09-11,59300,59400,58200,59000,16017098
2020-09-14,60200,60800,59900,60400,20648281
2020-09-15,60900,61000,60500,61000,17877075
2020-09-16,61100,61300,60600,61000,17041444
2020-09-17,60700,60800,59300,59500,25108356
2020-09-18,59800,59900,59100,59300,18884571
2020-09-21,59100,60000,59000,59200,15140387
2020-09-22,59100,59700,57800,58200,20830381
2020-09-23,58400,58800,57400,58600,20111398
2020-09-24,57700,58600,57600,57800,17564020
2020-09-25,57700,58200,57700,57900,11444683
2020-09-28,58300,58800,57900,58200,12614080
2020-09-29,58300,59000,58200,58200,15503563
2020-10-05,57500,59200,57500,58700,20228289
2020-10-06,59400,59900,58700,59000,14463826
2020-10-07,58700,59900,58500,59900,14861838
2020-10-08,60500,60700,59500,59700,24589924
2020-10-12,60000,60400,59900,60400,16145837
2020-10-13,61000,61400,60400,60900,19247631
2020-10-14,61000,61100,60500,60900,16086716
2020-10-15,60700,60800,59700,60000,17756232
2020-10-16,60000,60400,59000,59500,16554190
2020-10-19,59600,60200,59500,60000,14474985
2020-10-20,60300,60900,60100,60900,19326115
2020-10-21,61200,61500,60600,60900,15703443
2020-10-22,60300,60500,59800,60100,14294095
2020-10-23,60400,60400,59800,60200,9322232
2020-10-26,60400,61100,60100,60400,13268226
2020-10-27,60300,60300,59500,59800,17260416
2020-10-28,59400,59400,58800,59000,14428882
2020-10-29,58200,58500,57500,58100,22636966
2020-10-30,58000,58000,56600,56600,26907844
2020-11-02,56400,57500,56000,57400,20489076
2020-11-03,57900,58900,57600,58800,14950919
2020-11-04,58900,59000,57800,58500,21718561
2020-11-05,59000,60300,58800,60300,20639475
2020-11-06,60700,60800,59600,60100,16910230
2020-11-09,60700,60900,60100,60200,15892961
2020-11-10,60500,60500,59500,60200,19073552
2020-11-11,60700,61400,60400,61300,25628510
2020-11-12,61000,61400,60700,61000,19800573
2020-11-13,61300,63200,61000,63200,31508829
2020-11-16,64000,66700,63900,66300,36354334
2020-11-17,67000,67000,65600,65700,30204089
2020-11-18,65700,66200,64700,64800,22963790
2020-11-19,64100,64800,63900,64600,16590290
2020-11-20,63900,65200,63900,64700,15068682
2020-11-23,64800,67800,64700,67500,27134398
2020-11-24,67900,69500,67000,67700,32158235
2020-11-25,67900,68300,66500,66600,32447065
2020-11-26,66100,68000,66000,68000,19023323
2020-11-27,68000,68400,67600,68200,14063434
2020-11-30,68400,68600,66700,66700,43811016
2020-12-01,67100,68300,67100,67800,22327173
2020-12-02,68400,69900,68300,69500,29703942
2020-12-03,70100,70500,69300,69700,23677989
2020-12-04,70400,72100,70100,71500,28130533
2020-12-07,72400,73500,71900,72900,28490496
2020-12-08,72200,72900,71600,71700,25000338
2020-12-09,72100,73900,72000,73900,24077996
2020-12-10,72700,73800,72500,72900,39882928
2020-12-11,73500,73800,73100,73400,18486672
2020-12-14,73600,74500,73200,73800,21510415
2020-12-15,73800,74100,73300,73800,20863671
2020-12-16,74100,74500,73400,73800,17512081
2020-12-17,73400,73700,72600,73300,24293214
2020-12-18,73300,73700,73000,73000,17613029
2020-12-21,73100,73400,72000,73000,20367355
2020-12-22,72500,73200,72100,72300,16304910
2020-12-23,72400,74000,72300,73900,19411326
2020-12-24,74100,78800,74000,77800,32502870
2020-12-28,79000,80100,78200,78700,40085044
2020-12-29,78800,78900,77300,78300,30339449
2020-12-30,77400,81300,77300,81000,29417421
2021-01-04,81000,84400,80200,83000,38655276
2021-01-05,81600,83900,81600,83900,35335669
2021-01-06,83300,84500,82100,82200,42089013
2021-01-07,82800,84200,82700,82900,32644642
2021-01-08,83300,90000,83000,88800,59013307
2021-01-11,90000,96800,89500,91000,90306177
2021-01-12,90300,91400,87800,90600,48682416
2021-01-13,89800,91200,89100,89700,36068848
2021-01-14,88700,90000,88700,89700,26393970
2021-01-15,89800,91800,88000,88000,33431809
2021-01-18,86600,87300,84100,85000,43227951
2021-01-19,84500,88000,83600,87000,39895044
2021-01-20,89000,89000,86500,87200,25211127
2021-01-21,87500,88600,86500,88100,25318011
2021-01-22,89000,89700,86800,86800,30861661
2021-01-25,87000,89900,86300,89400,27258534
2021-01-26,88800,89200,86500,86700,33178936
2021-01-27,86600,87700,85600,85600,26423070
2021-01-28,83200,85600,83200,83700,31859808
2021-01-29,84500,85000,82000,82000,39615978
2021-02-01,81700,83400,81000,83000,28046832
2021-02-02,84100,86400,83700,84400,26302077
2021-02-03,84800,85400,83400,84600,22112205
2021-02-04,83500,83800,82100,82500,24171688
2021-02-05,83100,84000,82500,83500,18036835
2021-02-08,83800,84200,83000,83000,15338765
2021-02-09,84000,84800,82700,82700,20898332
2021-02-10,82600,82600,81600,81600,23025766
2021-02-15,83800,84500,83300,84200,23529706
2021-02-16,84500,86000,84200,84900,20483100
2021-02-17,83900,84200,83000,83200,18307735
2021-02-18,83200,83600,82100,82100,21327683
2021-02-19,82300,82800,81000,82600,25880879
2021-02-22,83800,84200,82200,82200,25419886
2021-02-23,81200,82900,81100,82000,20587314
2021-02-24,81800,83600,81300,82000,26807651
2021-02-25,84000,85400,83000,85300,34155986
2021-02-26,82800,83400,82000,82500,38520800
2021-03-02,85100,85300,83000,83600,33498180
2021-03-03,83500,84000,82800,84000,19882132
2021-03-04,82600,83200,82200,82400,24348331
2021-03-05,81100,82600,81100,82100,20508971
2021-03-08,82900,83000,81600,82000,17641256
2021-03-09,81400,81900,80600,81400,25420764
2021-03-10,82400,82500,80700,80900,20038422
2021-03-11,81000,82500,81000,82000,23818297
2021-03-12,83100,83500,82400,82800,13530573
2021-03-15,82800,82900,81800,81800,13735798
2021-03-16,82200,83000,82100,82800,12293537
2021-03-17,82800,82900,82000,82300,11625146
2021-03-18,82800,83800,82600,82900,18585244
2021-03-19,82100,82500,81800,81900,15869700
2021-03-22,82000,82300,81700,82000,12670506
2021-03-23,82600,82900,81800,81800,13299907
2021-03-24,81000,81600,80700,81000,17926638
2021-03-25,81000,82100,80800,81200,14758826
2021-03-26,81400,81600,81000,81500,12845778
2021-03-29,81700,81700,81000,81600,14952134
2021-03-30,81600,82300,81300,82200,13121698
2021-03-31,82400,82700,81400,81400,17240518
2021-04-01,82500,83000,82000,82900,18676461
2021-04-02,84000,85200,83900,84800,22997538
2021-04-05,85800,86000,84800,85400,16255990
2021-04-06,86200,86200,85100,86000,19042023
2021-04-07,86100,86200,85400,85600,17885538
2021-04-08,85700,85700,84100,84700,19244259
2021-04-09,84700,84900,83400,83600,18193707
2021-04-12,84100,84100,83100,83200,12915282
2021-04-13,83000,84500,82800,84000,15238206
2021-04-14,84000,84300,83400,84000,13794652
2021-04-15,83700,84500,83400,84100,16377412
2021-04-16,84700,84700,83600,83900,15429522
2021-04-19,83800,84000,83300,83300,15287311
2021-04-20,83300,84000,83100,83900,15521965
2021-04-21,83300,83500,82500,82600,21636079
2021-04-22,82900,83000,82400,82400,13934746
2021-04-23,81900,82900,81600,82800,17805080
2021-04-26,82900,83500,82600,83500,15489938
2021-04-27,83200,83300,82500,82900,12941533
2021-04-28,83200,83200,82100,82100,15596759
2021-04-29,82400,82500,81500,81700,20000973
2021-04-30,81900,82100,81500,81500,18673197
2021-05-03,81000,82400,81000,81700,15710336
2021-05-04,81900,82600,81800,82600,12532550
2021-05-06,81700,82300,81700,82300,17047511
2021-05-07,81800,82100,81500,81900,14154882
2021-05-10,82300,83500,81800,83200,19385027
2021-05-11,82500,82600,81100,81200,28996680
2021-05-12,80800,81200,79800,80000,35812268
2021-05-13,78900,79600,78400,78500,31490096
2021-05-14,79000,80300,78900,80100,16450920
2021-05-17,80800,80900,79200,79600,17740855
2021-05-18,79600,80000,79100,79600,17494407
2021-05-20,79400,79700,79100,79500,16541828
2021-05-21,80100,81500,79800,80100,20961714
2021-05-24,80100,80400,79500,79700,13398666
2021-05-25,80000,80400,79800,79900,13628942
2021-05-26,80400,80500,79700,79800,11984359
2021-05-27,80000,80000,79100,79600,23198510
2021-05-28,79800,80400,79400,80100,12360199
2021-05-31,80300,80600,79600,80500,13321324
2021-06-01,80500,81300,80100,80600,14058401
2021-06-02,80400,81400,80300,80800,16414644
2021-06-03,81300,83000,81100,82800,29546007
2021-06-04,82700,82700,81500,82200,18112259
2021-06-07,82700,82800,81600,81900,16496197
2021-06-08,82300,82600,81800,81900,12781226
2021-06-09,81500,82000,81100,81100,14908823
2021-06-10,81300,81400,80900,81000,17586995
2021-06-11,81200,81700,80700,81000,14087962
2021-06-14,80800,80900,80500,80500,10550078
2021-06-15,80900,81200,80600,80900,10075685
2021-06-16,81500,81900,81100,81800,14999855
2021-06-17,81100,81300,80700,80900,14007385
2021-06-18,81100,81100,80500,80500,14916721
2021-06-21,79700,80000,79600,79900,16063340
2021-06-22,80200,80300,79900,80000,11773365
2021-06-23,80500,80600,79900,80100,13856548
2021-06-24,80400,81400,80100,81200,18771080
2021-06-25,81500,81900,81200,81600,13481405
2021-06-28,81700,82000,81600,81900,11578529
2021-06-29,81900,82100,80800,81000,15744317
2021-06-30,81100,81400,80700,80700,13288643
2021-07-01,80500,80600,80000,80100,13382882
2021-07-02,80000,80400,79900,80000,8753097
2021-07-05,80100,80800,80000,80400,8330969
2021-07-06,80600,81200,80500,81200,12131651
2021-07-07,81200,81300,80300,80800,15992202
2021-07-08,81100,81200,79900,79900,16660998
2021-07-09,79600,79800,79000,79400,22720577
2021-07-12,79900,80000,79500,79700,9768108
2021-07-13,80000,80200,79800,79800,9863450
2021-07-14,79400,79600,79100,79500,11575636
2021-07-15,79800,80600,79500,80600,13766279
2021-07-16,80100,80100,79500,79800,10859399
